"Title","Author","Abstract","Year"
"Détection automatique et cartographie des villages ruraux dans les pays en développement par télédétection et analyse spatiale","Nicolas Devaux","La donnée cartographique grande échelle relative au peuplement, comme la localisation individuelle des habitations, est primordiale pour un grand nombre d’aménagements du territoire. Cependant, sa disponibilité est quasi nulle dans les zones rurales des pays en développement, où les données cartographiques existantes datent de plus de cinquante ans et dépassent rarement le 50000e. L’électrification rurale décentralisée (ERD) menée par l’ADEME et EDF dans des pays en développement, est un exemple de projet de développement local qui nécessite la localisation précise des habitations pour réaliser des choix techniques. L’arrivée des données satellitaires haute résolution spatiale (HRS) et très haute résolution spatiale (THRS) peut fournir des alternatives à la situation actuelle en produisant des données cartographiques récentes à des échelles en adéquation avec les besoins. Mais, l’automatisation des traitements impose l’adoption de nouvelles méthodes afin de dépasser les limites des approches purement radiométriques. L’approche spatiale, en valorisant la prise en compte de l’organisation spatiale des zones abordées par des traitements automatiques de classification, permet d’obtenir des résultats prometteurs. Cet article propose un développement de l’approche méthodologique, et sa mise en application pour la délimitation de villages dans la région de l’Extrême-Nord Cameroun. ","2005"
"L'angle solide, un outil pour la lecture du paysage","Jean Duchesne, Vincent Bouvier, Céline Dreyer","La recherche ici menée s’attache à étudier la relation entre la quantification de paramètres géométriques via la mesure de l’angle solide (facile à relier aux notions d’écran et trouée visuels) et la lecture du paysage. Cette démarche prendrait en compte les trois dimensions de l’espace. La notion d’angle solide peut être proposée comme un outil d’analyse des formes paysagères. L’angle solide correspond à la mesure de la projection sur une sphère de la forme d’un objet depuis un point d’observation. L’article propose dans un premier temps de préciser le contexte dans lequel un tel outil peut être utilisé et d’expliciter la notion d’angle solide. Dans un deuxième temps, il présente les modalités de calcul en rapport avec quelques principes de trigonométrie sphérique selon deux méthodes de mesure : une avec un théodolite in situ et une à partir de photographies en deux dimensions du paysage. Dans un troisième temps, une discussion envisage l’intérêt et les perspectives d’une telle approche. ","2005"
"Se déplacer dans le paysage. Essai de modélisation de la visibilité depuis les routes franc-comtoises","Sébastien Nageleisen","Il existe de multiples acceptions du terme et du concept de paysage et corrélativement de multiples méthodes pour l’étudier. Chez les géographes, l’usage est d’appréhender le paysage dans sa globalité. Chaque point de l’espace étant traité de la même manière, en tant que paysage potentiellement visible. Cette conception les éloigne des pratiques habituelles des usagers de l’espace. En effet, ceux-ci découvrent et appréhendent le paysage à travers des itinéraires et des modes de déplacements variés qui définissent une succession d’images selon les panoramas et les points de vue délivrés. Partant de ce constat, il est intéressant de réintroduire, dans l’approche géographique, les termes de découverte de paysage tels qu’ils résultent de la pratique ordinaire des usagers. Ce travail de formalisation ne prenant pas en compte les phénomènes de perception mais uniquement le potentiel de visibilité, peut se construire, sur des bases raisonnées et expérimentales, grâce aux ressources offertes par les données informatiques. Cet article ne correspond qu’à une petite partie d’un travail nettement plus conséquent où cohabitent essentiellement deux méthodologies : l’analyse de visibilité sur SIG et celle par banques d’images. L’article n'aborde que la première d'entre elles, appliquée à l'analyse du potentiel de visibilité des routes franc¬comtoises. ","2005"
"La photographie oblique terrestre pour une veille environnementale en milieu arctique (webcam du Zeppelin Fjellet, 79°N, Spitsberg)","Madeleine Griselin, Sébastien Nageleisen, Serge Ormaux, Kim Holmén, Dominique Laffly","La photographie oblique prise depuis la surface de la terre peut devenir un outil complémentaire à l’imagerie projectionnelle (photographie aérienne et image satellite) utilisée habituellement en télédétection. Pour un coût de mise en œuvre assez faible, elle autorise un suivi environnemental à des échelles spatiales et temporelles particulièrement fines, et ce malgré une faible définition de l’image. En Arctique, les données météorologiques standard rendent mal compte de la dynamique de la neige et de la glace de mer. Or, ce sont là deux composantes fondamentales de l’environnement polaire qu’il est possible d’appréhender à partir de leur dimension paysagère. Depuis mai 2000, une webcam est installée sur le Zeppelin Fjellet (78°53’N, 11°53’E, 474 m d’altitude). Depuis plus de quatre ans, elle fournit 24 images par jour, offrant une vue panoramique sur la baie du Roi et la station de Ny Ålesund. Les 36 000 clichés de cette collection représentent un gisement d’information considérable — et disponible gratuitement sur Internet – sur une région particulièrement réactive au changement global. Si les images orthorectifiées autorisent la réalisation de bilans surfaciques, les images brutes offrent une grande richesse d’information en ce qui concerne les premiers plans (sandur et fjord). La banque d’images permet d’établir des types de couverture de la neige et de la glace de mer. Ces types s’enchaînent dans le temps selon des séquences présentant une grande variabilité interannuelle qu’il est possible de mettre en relation avec les données météorologiques (température de l’air, précipitation, vitesse et direction du vent). À terme, nous envisageons d’utiliser un réseau d’appareils photographiques numériques reliés à des intervallomètres qui fourniront de manière automatique des données nombreuses et dédiées à l’analyse de phénomènes spécifiques. Grâce à une dizaine de stations photographiques installées sur un petit bassin englacé (Loven Est), on pourra tirer de l’image oblique, des informations quantitatives à propos du manteau neigeux et donc en déduire la lame d’eau correspondant à la fonte sur les 10 km2 de bassin. ","2005"
"Schémas d’interactions dans les systèmes multi-agents","Benoît Glisse","Les interactions jouent un rôle déterminant dans la dynamique des systèmes multi-agents. Il est nécessaire pour le modélisateur de créer des mécanismes d’interactions qui traduisent ses connaissances et ses hypothèses, afin de construire son modèle. Or les options mises à sa disposition sont pour ainsi dire infinies, d’autant que la similarité entre le modèle interactionnel et l’observé est rarement un but en soi. En effet, cela provient soit d’un choix volontaire de modélisation, soit de l’impossibilité d’en obtenir une simulation. Le problème du choix d’une représentation adéquate pose une réelle difficulté d’utilisation des systèmes multi-agents. Cet article vise à mettre en exergue la richesse des modèles interactionnels des systèmes multi-agents et à les replacer dans la problématique plus générale du processus de modélisation. Dans cette perspective, le rôle organisationnel des modèles interactionnels sera d’abord discuté au travers des différentes solutions générales puis détaillé à l’aide de quelques exemples. ","2005"
"Pour une géographie de l’interspatialité. L’exemple romain","Géraldine Djament","Cet article propose un transfert de la notion littéraire d’intertextualité en géographie. L’exemple du pèlerinage aux Sept Églises, emprunté à la Rome de la Contre-Réforme, montre qu’une référence à un autre espace peut structurer la pratique d’un espace : le déplacement autour de Rome se double d’un déplacement imaginaire autour de la Chrétienté et de Jérusalem. La notion d’interspatialité permet de théoriser une telle pratique. De même que l’intertextualité a révélé la dimension dialogique de chaque texte, l’interspatialité représente un nouveau type d’interaction spatiale, ressortissant du domaine des représentations de l’espace. À partir de cette présentation, la Rome moderne est présentée comme un laboratoire de l’interspatialité. Elle utilise de nombreuses citations spatiales, et constitue également un espace de référence pour d’autres villes : elle s’avère au centre d’un dispositif interspatial complexe. Enfin, cet article en appelle à une généralisation en esquissant une classification des interspatialités et en s’interrogeant sur les fonctions – en particulier de légitimation - d’une telle cospatialité. ","2005"
"Le territoire comme un système complexe. Des outils pour l’aménagement et la géographie","Alexandre Moine","Les territoires sont aujourd’hui sur le devant de la scène, pressés de fournir des solutions de développement socio¬économique, ou une image cohérente des lieux qu’ils englobent. On assiste à une forte utilisation du concept, tout est territoire ; et des concepts qui recouvrent d’autres réalités glissent imperceptiblement vers cette notion devenue très générale, qui représente tout et rien à la fois. Nous avons donc souhaité la revisiter sous un angle systémique, afin de produire une définition opérationnelle qui permette de re-situer le territoire vis-à-vis de l’espace géographique. Le territoire défini se trouve ainsi replacé au cœur de la complexité. ","2005"
"Le dilemme du prisonnier spatialisé. Application aux coopérations territoriales","Michel Bussi, Eric Daudé","La coopération territoriale est devenue un enjeu majeur dans les politiques d'aménagement/développement du territoire. L'aménagement du territoire se présente désormais moins comme un processus autoritaire et descendant que comme une incitation à des coopérations émergentes des territoires locaux, invités à se mettre en synergie au sein de périmètres pertinents : l'additionnalité entre collectivités des financements des équipements structurants, la multiplication de la contractualisation territoriale, le développement de l'intercommunalité à fiscalité propre en sont autant d'exemples. Il reste que le postulat d'une coopération spontanée entre territoires peut apparaître bien utopique, dans le sens où chaque décideur, y compris s'il est lui même altruiste, prendra néanmoins avant tout sa décision dans le sens de l'intérêt du territoire qu'il représente. La coopération territoriale ne semble réellement crédible que dans une stratégie "" gagnant-gagnant "". La question ainsi posée "" pourquoi les territoires coopèreraient-ils dans un contexte d'économie concurrentielle entre territoires ? "" renvoie clairement aux travaux de Robert Axelrod (1984) sur les théories du comportement coopératif, et plus généralement sur les réflexions de la théorie des jeux autour du "" dilemme du prisonnier "".","2005"
"Développement territorial et post-fordisme. Quels enjeux pour l'emploi en Suisse ?","Christophe Mager","Cette communication propose un cadre d'analyse pouvant contribuer à interpréter l'évolution de l'emploi en Suisse entre 1985 et 2001, sous l'hypothèse post-fordiste voulant que les régions économiquement les plus performantes soient désormais celles capables de mobiliser des ressources endogènes, non réductibles à une structure productive, appelées « effets régionaux » (culture locale, institutions formelles et informelles, capital relationnel, interconnexions…) (Amin, 2003 ; Fontan, 2003). Le modèle économétrique de R. Marimoni et F. Zilibotti (1998) sera utilisé pour repérer dans quels bassins d'emploi et pour quelles activités industrielles et tertiaires ces effets régionaux ont été les plus importants. Les analyses permettront :  le repérage d’un ensemble de régions potentiellement génératrices de bonnes pratiques régionales à analyser plus en détail (systèmes productifs locaux, gouvernance, etc.) ; l'identification, par région d’analyse, des branches dans lesquelles ces bonnes pratiques pourraient être effectives. Nous conclurons, sur la base des résultats obtenus, en nous interrogeant, d'une part sur la pertinence, en Suisse, de l'hypothèse post-fordiste selon laquelle le modèle de développement capitaliste actuel recherche une spatialité propre traduisant ses rapports internes et favorisant les espaces métropolitains et, d'autre part, sur son caractère novateur par rapport aux approches traditionnelles de l'économie spatiale (Krugman, 1998). ","2005"
"Analyse de la répartition spatiale  des concentrations d’ozone en Bourgogne. Résultats préliminaires","Marie-Laure Houze, Thierry Castel, Yves Richard","Une campagne de mesures de l’ozone troposphérique par tubes à diffusion passifs a été effectuée en août 2000 sur toute la région Bourgogne afin d’essayer de mieux comprendre la répartition spatiale des concentrations à l’échelle d’une région. Les résultats ont montré, comme attendu, des concentrations en ozone diurne et nocturne différentes. À cette variabilité jour/nuit serait associée une superposition de signaux d’échelles spatiales et temporelles différentes. En première approximation, nous avons considéré les concentrations d’ozone mesurées sur la région comme la somme de plusieurs signaux de fréquences différentes : un signal « basse fréquence » — ou de fond — dont on cherche à s’affranchir pour se consacrer au signal haute fréquence d’origine locale – i.e. résiduel. La corrélation spatiale de cette valeur résiduelle a ensuite été caractérisée par le calcul et la modélisation des semi-variogrammes expérimentaux. L'analyse et l'interprétation préliminaire de cette structuration ont enfin été conduites via un SIG, par croisement de différentes couches d'information des propriétés de la surface et des états de l’atmosphère sur l’ensemble de la colonne d’air. Les résultats montrent, pour certaines dates, la prépondérance des effets dispersifs sur la répartition des concentrations spatiales de l’ozone. Ces effets sont fortement modulés suivant les configurations (états de l’atmosphère et niveaux de concentrations) par les propriétés de surface (rugosité). ","2005"
"Exploration de l’effet des types de mobilités sur la diffusion des épidemies","Eric Daudé, Emmanuel Eliot","Peu de travaux envisagent la diffusion à travers l’étude des comportements de mobilité qui sont des facteurs épidémiogènes fondamentaux. En effet, les vecteurs que sont les êtres humains ont des comportements de mobilité différents qui peuvent avoir des effets différenciés sur la configuration des épidémies. Ici, plusieurs types de mobilité sont testés. Ils prennent non seulement en considération les formes de la circulation (linéaire, circulaire) mais aussi ses rythmes (avec ou sans arrêt). Afin d’explorer le comportement de ces hypothèses et leurs incidences sur la dynamique de propagation, différents modèles à base d’agents sont implémentés et soumis à la simulation. ","2005"
"Aux origines de l’urbanisation balnéaire sur le littoral sud-breton ou vendéen","Johan Vincent","Pour certains auteurs, le bord de mer risque de n’être plus qu’une ligne de maisons et d’immeubles, à force de spéculation sur le rivage. Pourtant, ce débat sur l’urbanisation n’est pas nouveau, il naît même consécutivement à l’urbanisation du littoral, au cours du XIXe siècle en France. Investir sur le littoral à cette époque est une initiative périlleuse toutefois. Réfléchir sur les motivations d’implantation sur le bord de mer du Sud-Bretagne et de Vendée permet de comprendre quels sont les mécanismes qui ont créé le littoral tel que nous le connaissons aujourd’hui. Arrivée d’une nouvelle population motivée par une nouvelle mode, transformation et accessibilité au rivage qui ont rendu ce territoire viable, plusieurs étapes ont été nécessaires avant que ne soit rendue possible l’urbanisation. ","2005"
"Iconographies paysagères et connaissances sur les paysages. Proposition méthodologique pour évaluer les représentations paysagères divulguées par les atlas des paysages aux acteurs de l’aménagement du territoire","Catherine Caille-Catin","les atlas de paysages ont été conçus dès 1994 comme outils possibles de connaissance paysagère. Leurs auteurs dressent l’inventaire des paysages régionaux et les analysent. Les prises de décision peuvent ainsi être facilitées par le traitement des informations contenues dans l’atlas. Les images (textes, photographies, cartes, croquis…), comme re-présentations des paysages qui les composent, révèlent et nourrissent des représentations sociales du paysage par la nature des informations divulguées et favorisent ainsi certaines démarches paysagères. Les images visuelles et textes contenus dans les atlas des paysages génèrent donc pour les acteurs de l’aménagement des représentations mentales paysagères qui font écho à leurs représentations initiales. Ces dernières sont développées par leurs diverses expériences – individuelles, professionnelles, etc. – et composent un répertoire de concepts plus ou moins élaborés sur lequel les acteurs vont interpréter et filtrer les informations nécessaires à la connaissance paysagère dont ils ont besoin pour concevoir les projets d’aménagement. Les choix des informations iconographiques et textuelles paraissent donc primordiaux pour la conception des atlas des paysages. L’observation et l’analyse des outils de connaissance paysagère mis à disposition des acteurs de l’aménagement du territoire permettront de spécifier les singularités retenues par les divers maîtres d’ouvrage et maîtres d’œuvre dans les atlas des paysages. Cette recherche révèlera des intentions de communication diverses en direction des acteurs Notre communication présentera le protocole méthodologique nécessaire à cette étude ainsi que les analyses réalisées.","2005"
"Les enquêtes de perception paysagère à l'aide de photographies. Choix méthodologiques et exemples en milieu fluvial","Yves-François Le Lay, Hervé Piegay, Mélanie Cossin","De nombreuses enquêtes de perception paysagère ont été réalisées à l'aide de photographies prises au sol. Un bilan bibliographique présente les différents paradigmes au sein desquels elles ont été menées. Puis les options méthodologiques sont présentées pour préciser dans quelle mesure l'emploi des clichés est justifié et pour indiquer comment se construit un photo-questionnaire. Le nombre de photographies et leur sélection sont discutés. L'intérêt de différentes échelles d'attitude (notamment celle de Likert et l'échelle analogique visuelle) est également abordé. En outre, les résultats de trois enquêtes illustrent la pertinence de ces démarches, soulignant leurs atouts et leurs limites. Elles ont été conduites sur des paysages fluviaux, orientées vers l'évaluation des politiques d'aménagement et réalisées dans le cadre des paradigmes psychophysique et cognitif. Au total, il s'agit de dégager l'apport de telles enquêtes au travail des gestionnaires en terme de prise de décision, puisqu'elles permettent d'aborder le champ de la modélisation et d'anticiper des réactions en fonction des éléments structurants des paysages. ","2005"
"Représentations cognitives de l’espace urbain chez les adolescents. Une première approche méthodologique des disparités liées à l’âge","Kaira Hamza","Les représentations cognitives de l’espace sont des entités mentales intériorisées et construites par l’individu en relation avec ses interactions avec l'environnement. Résultat de nombreux processus mentaux et dynamiques, elles sont non statiques et différentes d’un individu à un autre. L’article présente les représentations cognitives que des adolescents âgés de 12 à 18 ans ont de la ville de Belfort, ville-test. Plus particulièrement, il traite des disparités observées dans les représentations de l’espace urbain aux différents âges de l’adolescence. L’article présente l’ensemble de la démarche méthodologique mise en place afin d’étudier ces disparités : de la formulation de l'hypothèse, qui stipule que les représentations cognitives de l’espace urbain varient chez les adolescents en fonction de l’âge, à l’analyse des résultats. ","2005"
"Proposition de modélisation spatiale et de formalisation des transports à la demande (TAD)","Elodie Castex","Le transport à la demande (TAD) est un mode de transport public terrestre "" qui combine les avantages des transports collectifs et des véhicules individuels "" (Banos & Josselin, 1999). Depuis la fin des années 1990, le nombre de TAD ne cesse de croître. Ce développement s'accompagne d'une diversification des formes de fonctionnement et d'organisation, sur des territoires variés, de l'urbain dense au rural isolé, à l'échelle communale comme départementale. Il devient dès lors difficile de dégager une typologie représentative de ces services. Afin de réaliser une classification fiable des différents systèmes de TAD, nous proposons dans cet article d'appréhender un aspect peu étudié des TAD : leur dimension spatiale. Dans ce but, nous proposons une méthode pour décrire les formes de desserte spatiale en fonction de l'organisation territoriale, des origines et destinations des déplacements et des contraintes du service. ","2005"
"La construction de votes théoriques. Une application du modèle de Johnston aux résultats du premier tour des élections présidentielles 2002","Céline Colange","Dans un contexte souvent affirmé de "" nationalisation "" des comportements électoraux, les cartes de la géographie des votes à l'issue du premier tour de l'élection présidentielle du printemps 2002, traduisent une nette réorganisation de la répartition des suffrages. À un désalignement sur les clivages régionaux ou sociologiques classiques succède un réalignement partisan lié à l'opposition rural-urbain. Cet article insiste sur la forte structuration socio-spatiale des votes, notamment des votes en faveur des nouveaux partis, grâce au modèle de Johnston conciliant données écologiques et qualitatives. De même, grâce à une méthodologie nouvelle permettant de reconstituer les votes selon la distance aux aires urbaines, cette recherche montre l'impact du gradient urbain comme élément explicatif du comportement électoral, facteur qui demeure prépondérant une fois neutralisés les effets de la structure sociale. Cette analyse propose également quelques pistes de réflexion pour comprendre la territorialisation du vote d'extrême droite, qui s'est amplifié en milieu périurbain. Le périurbain apparaît désormais comme une nouvelle composante spatiale qui doit être prise en considération. ","2005"
"Les indicateurs locaux d’association spatiale (LISA) comme méthode de régionalisation. Une application en Inde","Sébastien Oliveau","En Inde, les données de recensement sont de suffisamment bonne qualité pour que l’on puisse se permettre une approche géographique fine des phénomènes socio-économiques, au niveau communal. Cependant, l’ampleur de la variabilité des données à cette échelle, ainsi que le nombre important d’unités à prendre en compte, entraînent des difficultés pour présenter des résultats synthétiques qui mettraient en évidence les grandes structures de l’espace étudié. Notre objectif est de présenter une solution qui, pour reprendre l’expression de Gould, « laisse les données parler d’elles¬mêmes ». Il s’agit de dévoiler les tendances régionales tout en conservant le détail des données communales. Pour cela, nous avons recours à des indices locaux d’autocorrélation spatiale qui permettent de mesurer les similarités (et les dissimilarités) entre voisins. Les indicateurs locaux d’association spatiale (LISA), développés par Luc Anselin (1995) permettent en effet de mesurer le degré de ressemblance d’une unité spatiale avec ses voisines. On peut ainsi révéler les tendances régionales tout en conservant les valeurs locales, c'est-à-dire préserver l’information relative à l’hétérogénéité interne de ces zones. Notre exposé présentera d’abord les LISA dans leur dimension statistique, étape nécessaire pour comprendre le fonctionnement de ces indicateurs et les limites inhérentes à leur construction. Nous proposerons ensuite une application où nous nous servons de ces indicateurs pour proposer un découpage spatial original du Tamil Nadu. Cet état, situé au sud-est de l’Inde, compte aujourd’hui plus de 62 millions d’habitants répartis sur plus de 16 000 communes, ce qui constitue un cadre remarquable pour tester l’efficacité de cette méthode. ","2005"
"L'incertitude dans un processus de spatialisation de données climatiques","Rémi Lhotellier","Dans un processus de spatialisation de données climatiques à partir de mesures relevées ponctuellement, il est nécessaire de prendre en compte tous les niveaux d'imprécision et d'incertitude inhérents à chacune des étapes de la modélisation, de la mesure en elle-même jusqu'à la validité du champ obtenu. Le contexte de travail, à savoir le type de données utilisées, l'échelle d'étude ou encore le relief du terrain, doit permettre de mettre en évidence les incertitudes cumulées au sein de ce processus, mais également de pouvoir les quantifier et les cartographier. Toute carte thématique doit ainsi s'accompagner d'une carte de qualité d'estimation. Le cas présenté concerne la spatialisation de la température de l'air sur quatre départements français essentiellement alpins.","2007"
"Le graphe hydrologique urbain : structuration de données pour déterminer le cheminement de l’eau dans la ville","Aleksandra Barczak","Le ruissellement pluvial se situe parmi les risques urbains à forte composante anthropique. Cette communication se propose d'apporter un élément d'évaluation de l'aléa ruissellement à travers une analyse d'un processus hydrologique élémentaire : le cheminement de l'eau depuis les points où elle tombe sur la surface du bassin versant jusqu'à son exutoire. Pour retracer le parcours de l'eau à travers la ville une procédure de construction d'un graphe hydrologique urbain sera proposée. Grâce à l'analyse des réseaux il nous sera possible de décrire le cheminement de l'eau en trois dimensions, en tenant compte de la formation du ruissellement sur les surfaces urbaines ou naturelles, du ruissellement concentré sur les versants et sur les routes et enfin de son parcours souterrain avant de gagner le milieu récepteur. L'information spatiale obtenue ainsi sera par la suite exploitée pour étudier différents paramètres hydrologiques, pour analyser la morphologie des réseaux et enfin elle servira de base pour la mise en place d'un modèle hydrologique.","2007"
"Probabilité d’apparition d’un phénomène parasitaire et choix de modèles de régression logistique","Florian Tolle, François Pierre Tourneux","Les processus épidémiologiques sont de plus en plus fréquemment abordés à l’aide des outils de la statistique spatiale et de la modélisation. Ces travaux ont généralement pour but de mettre en évidence des foyers de contamination et d’identifier des variables pouvant expliquer leur présence. Le caractère binaire des données sanitaires nécessite la mise en œuvre de méthodes spécifiques comme la régression logistique binaire, qui permet d’attribuer à chaque échantillon une probabilité de présence de l’agent pathogène d’intérêt. La classification postérieure de chaque échantillon nécessite le choix d’un seuil de probabilité pour définir le caractère à risque ou sans risque des observations. La méthode ROC permet de définir ce seuil et de comprendre précisément les conséquences de ce choix. À partir d’une base de données épidémiologique ponctuelle, plusieurs modèles ont été générés et testés. Des indices paysagers ont été dérivés dans l’environnement des points à trois échelles d’analyse. Les probabilités attribuées à chaque échantillon par les modèles ont été représentées spatialement ce qui donne un outil d’interprétation de la répartition attendue des échantillons contaminés. Les variables identifiées à ces trois niveaux d’échelle ont conduit à ébaucher des hypothèses quant aux facteurs paysagers qui entrent en jeu dans les processus épidémiologiques. L’apparition de foyers de risque potentiel constitue un premier résultat.","2007"
"Identification des effets dominos suite à un séisme. Application à l’agglomération de Mulhouse","Élise Beck, Christiane Weber, Michel Granet","Les risques en milieu urbain constituent une préoccupation grandissante, qui mérite de dépasser le stade de l'étude mono-sectorielle, ne prenant en compte qu'un seul risque à la fois. En effet, au vu des effets dominos observés ces dernières années, il est nécessaire d'étudier les risques selon une vision globale et d'identifier les éventuels effets dominos susceptibles de se produire. Dans le cadre de cette recherche, notre objectif a consisté à identifier les accidents industriels susceptibles de se produire suite à un tremblement de terre majeur. Fondée sur la détermination de la vulnérabilité physique aux séismes et sur la caractérisation de la fonction des bâtiments, cette méthode a été appliquée à l'agglomération de Mulhouse, exposée à sept aléas de nature différente. Les résultats obtenus indiquent que quatre accidents pourraient survenir suite à un séisme ; le scénario majorant correspond à une diffusion de substances toxiques dans un rayon de 130 m autour d'un des bâtiments d'un site industriel localisé dans l'ouest de Mulhouse. Ainsi, les effets n'atteindraient pas le secteur résidentiel qui avoisine le site industriel mais dépasseraient légèrement l'emprise du site au nord.","2007"
"Offre culturelle urbaine en Europe : éléments de comparaison","Virginie Cremades","Cet article synthétise les premiers résultats d’une recherche comparée sur l’offre culturelle urbaine en Europe. Prenant en compte une définition au sens large de la culture, l’offre est étudiée à travers un panel non exhaustif d’équipements culturels pérennes (musées…) et périodiques (festivals…), mais aussi des manifestations exceptionnelles (capitale européenne de la culture…). Elle porte sur un ensemble de 244 agglomérations européennes de plus de 200 000 habitants dans les 27 pays de l’Union Européenne, de la Suisse et de la Norvège. Le but de cette recherche est de voir si, à l’heure actuelle, dans un contexte de mondialisation, nous sommes face à une offre culturelle homogène ou différenciée dans les moyennes et grandes agglomérations européennes. Elle pose également la question du rôle de la hiérarchie urbaine et du rôle des fonctions urbaines dans cette offre. Des analyses statistiques multivariées ont été réalisées sur les données collectées. Les premiers résultats montrent un lien entre l’offre culturelle (quantitative) et la hiérarchie urbaine, mais il est nécessaire de le nuancer au niveau de sa diversité (qualitative).","2007"
"Modes de représentation des trajectoires quotidiennes des habitants - Exploration de données spatio-temporelles","Elodie Cochey, Kamila Tabaka","Les recherches récentes sur les mobilités quotidiennes ont démontré que les stratégies individuelles de mobilité sont centrées autour des programmes d’activités. En France, les Enquêtes Ménages Déplacements (EMD) sont l’une des principales sources d’information concernant les comportements de mobilité. Bien que ces enquêtes n’aient pas été conçues pour analyser les programmes d’activités, elles fournissent une source de données spatio-temporelles importante mais qui nécessite d’être aménagée. Cette étude se base sur l’Enquête Ménages Déplacements réalisée dans la région grenobloise en 2002. Nous proposons d’explorer la mobilité quotidienne des habitants de Grenoble en sélectionnant quelques exemples individuels afin de montrer comment l’espace et le temps sont utilisés dans l’organisation des activités au cours de la journée. Pour cela, trois approches vont être abordées : l’approche spatiale, l’approche temporelle et l’approche spatio-temporelle. Nous utilisons un outil de visualisation appelé Traj’Net, à la suite d’une étape d’analyse exploratoire multidimensionnelle qui a permis de distinguer différents profils de comportements de la mobilité quotidienne. Les trois types de représentation proposés sont complémentaires et aident à la comparaison des usages de l’espace et du temps par les individus. En outre ils soulèvent de nouvelles questions pour les études futures des trajectoires spatio-temporelles.","2007"
"Étude des contrastes de couleur pour améliorer la lisibilité des cartes  - application aux cartes de risque","Elisabeth Chesneau","Les cartes sont conçues et utilisées dans de nombreux domaines (géographie, histoire, économie, écologie, etc.). Certains des thèmes abordés sont particulièrement difficiles à cartographier, notamment parce que les données sont nombreuses et en superposition, comme dans les cartes représentant des risques. Ceci conduit souvent à des cartes peu lisibles et donc à une utilisation malaisée. Nous proposons de rechercher les paramètres qui entrent en jeu dans la lisibilité cartographique, en particulier le rôle de la couleur. Pour cela, nous choisissons une approche interdisciplinaire (cartographie, psychologie, peinture) qui nous amène à définir deux types de données de référence : une palette de couleurs et une théorie sur leurs contrastes, celle du peintre suisse Itten. Etant donné cette base de connaissances, un modèle d'amélioration automatique des contrastes de couleur dans les cartes est créé : au cours de cycles itératifs, les plus mauvais contrastes colorés de la carte sont améliorés. Un prototype ARiCo, développé pour les cartes de risque, sert de validation à notre modèle.","2007"
"Une nouvelle approche de la proximité pour les études de localisation optimale","Marie-Noëlle Comin, Joël Boulier","La proximité est un concept relatif et très variable d'un milieu géographique à un autre. En règle générale, la définition de la proximité retenue dans les études de localisation optimale est celle du site d'offre le plus proche. Ainsi, les modèles de localisation-affectation, tels que celui de la p-médiane, allouent, en règle générale, la population concernée au site d'offre le plus proche. Dans cet article, nous proposons une approche relative du concept de "" proximité "" dans le domaine de la localisation optimale, ce qui revient à la définir en fonction du contexte spatial propre de chaque point de demande. Pour ce faire, il s'agit de modifier la règle d'allocation de la demande aux sites d'offre en introduisant une notion de seuil naturel propre à chaque point de demande. Ce seuil naturel représentant un saut distinct dans l'ordre des distances à parcourir d'un point de demande vers un site d'offre. Toutefois, cette approche de la proximité demeure une piste de recherche puisque qu'elle n'a pas encore fait l'objet d'une validation rigoureuse requérant une réelle confrontation avec la réalité, notamment par le biais d'une étude minutieuse du comportement spatial des utilisateurs.","2007"
"La ville comme potentiel d’interactions sociales","Cyrille Genre-Grandpierre, David Perrussel-Morin","Dans cet article la ville est définie comme un potentiel d'interactions, comme une capacité à entrer en contact avec l'autre. Ce niveau de potentiel dépend certes de la densité de population (ce qui explique que densité rime souvent avec urbanité) mais aussi des capacités de déplacement. C'est pourquoi nous proposons une exploration fonctionnelle et non morphologique des espaces urbains et périurbains à travers le calcul du potentiel d'interactions sociales (PIS). Être en ville revient alors à disposer en un lieu d'un certain niveau de PIS, ce qui peut déboucher sur une tentative de délimitation fonctionnelle de l'urbain. Après avoir défini le PIS comme le nombre d'individus avec qui il est possible d'enter en contact en 20 minutes au départ d'un point avec un mode de transport donné, nous étudions les variations spatiales et historiques du PIS. Les variations du PIS sont ensuite abordées d'un point de vue économique, les capacités de déplacement étant alors limitées par le budget des individus. Enfin, nous cherchons à séparer dans les valeurs observées des PIS, la contribution respective de la distribution de la population et du réseau routier, ce qui nous conduit à la conclusion que la ville est avant tout faite de vitesse plus que de configurations spatiales.","2007"
"Les cartes postales paysagères : un outil d’analyse territoriale","Jean-Baptiste Litot, Arnaud Piombini","Quintessence de l'imaginaire touristique, la carte postale paysagère est un support encore peu utilisé en sciences humaines et sociales, voire totalement inusité en géographie. Pourtant, véhicule privilégié de l'image d'un lieu dans un autre lieu, cette dernière est à même d'éclairer nos connaissances sur la structuration du territoire touristique, sa promotion ou encore les mécanismes intervenant dans la diffusion spatiale de l'image des sites. Ainsi, nous montrons les possibilités offertes par ce support peu commun tout en identifiant les facteurs de médiatisation paysagère. Pour cela, nous proposons une méthode statistique permettant de mesurer et pondérer le poids des différents facteurs testés. Les résultats obtenus montrent le rôle essentiel de facteurs à priori évidents comme la distance entre les sites touristiques et les points de vente mais d'autres facteurs moins prévisibles ont également une influence notable, c'est le cas du paysage.","2007"
